giftBag,InvoiceNo,StockCode,Description,Quantity,InvoiceMonth,UnitPrice,CustomerID,Country,CountryCode
0,573035,16008,SMALL FOLDING SCISSOR(POINTED EDGE),72,10,0.12,12433,Norway,26
0,579692,16008,SMALL FOLDING SCISSOR(POINTED EDGE),240,11,0.12,12433,Norway,26
0,581476,16008,SMALL FOLDING SCISSOR(POINTED EDGE),240,12,0.12,12433,Norway,26
1,569866,16008,SMALL FOLDING SCISSOR(POINTED EDGE),12,10,0.12,12757,Portugal,28
0,567721,16008,SMALL FOLDING SCISSOR(POINTED EDGE),24,9,0.12,12409,Switzerland,34
1,569653,16008,SMALL FOLDING SCISSOR(POINTED EDGE),24,10,0.12,12451,Switzerland,34
0,546861,16011,ANIMAL STICKERS,24,3,0.21,14911,EIRE,11
0,552874,16011,ANIMAL STICKERS,24,5,0.21,12621,Germany,15
0,564337,16011,ANIMAL STICKERS,48,8,0.21,12649,Germany,15
1,571328,16011,ANIMAL STICKERS,24,10,0.21,12473,Germany,15
0,558684,16012,FOOD/DRINK SPONGE STICKERS,72,7,0.21,14016,EIRE,11
0,543030,16012,FOOD/DRINK SPONGE STICKERS,24,2,0.21,12437,France,14
0,542586,16012,FOOD/DRINK SPONGE STICKERS,24,1,0.21,12377,Switzerland,34
0,561658,16012,FOOD/DRINK SPONGE STICKERS,24,7,0.21,12743,Unspecified,37
1,568095,16014,SMALL CHINESE STYLE SCISSOR,20,9,0.42,14911,EIRE,11
0,552656,16014,SMALL CHINESE STYLE SCISSOR,20,5,0.42,12712,Germany,15
0,564367,16014,SMALL CHINESE STYLE SCISSOR,20,8,0.42,12712,Germany,15
0,567578,16014,SMALL CHINESE STYLE SCISSOR,20,9,0.42,12701,Germany,15
0,566195,16014,SMALL CHINESE STYLE SCISSOR,20,9,0.42,12433,Norway,26
0,579692,16014,SMALL CHINESE STYLE SCISSOR,60,11,0.42,12433,Norway,26
0,581476,16014,SMALL CHINESE STYLE SCISSOR,60,12,0.42,12433,Norway,26
0,551988,16014,SMALL CHINESE STYLE SCISSOR,20,5,0.42,12576,Poland,27
0,554654,16014,SMALL CHINESE STYLE SCISSOR,20,5,0.42,12815,Poland,27
0,559834,16014,SMALL CHINESE STYLE SCISSOR,20,7,0.42,12576,Poland,27
0,560119,16014,SMALL CHINESE STYLE SCISSOR,20,7,0.42,12815,Poland,27
1,568095,16016,LARGE CHINESE STYLE SCISSOR,10,9,0.85,14911,EIRE,11
0,552656,16016,LARGE CHINESE STYLE SCISSOR,20,5,0.85,12712,Germany,15
0,556443,16016,LARGE CHINESE STYLE SCISSOR,10,6,0.85,12712,Germany,15
0,564367,16016,LARGE CHINESE STYLE SCISSOR,20,8,0.85,12712,Germany,15
0,573417,16016,LARGE CHINESE STYLE SCISSOR,10,10,0.85,12581,Germany,15
0,536983,16016,LARGE CHINESE STYLE SCISSOR,10,12,0.85,12712,Germany,15
0,566195,16016,LARGE CHINESE STYLE SCISSOR,10,9,0.85,12433,Norway,26
0,579692,16016,LARGE CHINESE STYLE SCISSOR,40,11,0.85,12433,Norway,26
0,581476,16016,LARGE CHINESE STYLE SCISSOR,40,12,0.85,12433,Norway,26
0,551988,16016,LARGE CHINESE STYLE SCISSOR,10,5,0.85,12576,Poland,27
0,554654,16016,LARGE CHINESE STYLE SCISSOR,10,5,0.85,12815,Poland,27
0,557027,16016,LARGE CHINESE STYLE SCISSOR,10,6,0.85,12816,Poland,27
0,559834,16016,LARGE CHINESE STYLE SCISSOR,10,7,0.85,12576,Poland,27
0,560119,16016,LARGE CHINESE STYLE SCISSOR,30,7,0.85,12815,Poland,27
0,565470,16016,LARGE CHINESE STYLE SCISSOR,20,9,0.85,12576,Poland,27
0,574343,16016,LARGE CHINESE STYLE SCISSOR,10,11,0.85,12576,Poland,27
0,561898,16016,LARGE CHINESE STYLE SCISSOR,10,7,0.85,12456,Switzerland,34
0,539840,16045,POPART WOODEN PENCILS ASST,100,12,0.12,12383,Belgium,4
1,560300,16045,POPART WOODEN PENCILS ASST,100,7,0.04,14911,EIRE,11
0,561870,16045,POPART WOODEN PENCILS ASST,100,7,0.04,14911,EIRE,11
0,563355,16045,POPART WOODEN PENCILS ASST,100,8,0.04,14156,EIRE,11
0,571937,16045,POPART WOODEN PENCILS ASST,100,10,0.04,14911,EIRE,11
0,565442,16045,POPART WOODEN PENCILS ASST,100,9,0.04,12627,Germany,15
0,566233,16045,POPART WOODEN PENCILS ASST,100,9,0.04,12635,Germany,15
0,569893,16045,POPART WOODEN PENCILS ASST,200,10,0.04,12627,Germany,15
0,570082,16045,POPART WOODEN PENCILS ASST,100,10,0.04,12524,Germany,15
0,571308,16045,POPART WOODEN PENCILS ASST,100,10,0.04,12475,Germany,15
0,571312,16045,POPART WOODEN PENCILS ASST,100,10,0.04,12474,Germany,15
0,571904,16045,POPART WOODEN PENCILS ASST,100,10,0.04,12522,Germany,15
0,559058,16048,TEATIME ROUND PENCIL SHARPENER ,24,7,0.12,12407,Belgium,4
0,563037,16048,TEATIME ROUND PENCIL SHARPENER ,24,8,0.12,12362,Belgium,4
0,547882,16048,TEATIME ROUND PENCIL SHARPENER ,96,3,0.12,14911,EIRE,11
0,561870,16048,TEATIME ROUND PENCIL SHARPENER ,24,7,0.12,14911,EIRE,11
0,571937,16048,TEATIME ROUND PENCIL SHARPENER ,24,10,0.12,14911,EIRE,11
0,552315,16048,TEATIME ROUND PENCIL SHARPENER ,24,5,0.42,12700,France,14
0,564372,16048,TEATIME ROUND PENCIL SHARPENER ,24,8,0.12,12714,France,14
0,569568,16048,TEATIME ROUND PENCIL SHARPENER ,24,10,0.12,12700,France,14
0,563613,16048,TEATIME ROUND PENCIL SHARPENER ,24,8,0.12,12688,Israel,19
0,578078,16048,TEATIME ROUND PENCIL SHARPENER ,24,11,0.12,12586,Italy,20
1,571477,16048,TEATIME ROUND PENCIL SHARPENER ,24,10,0.12,12794,Portugal,28
0,542216,16052,TEATIME PUSH DOWN RUBBER,24,1,0.42,14911,EIRE,11
1,552262,16052,TEATIME PUSH DOWN RUBBER,24,5,0.42,14911,EIRE,11
0,561870,16054,POPART RECT PENCIL SHARPENER ASST,36,7,0.12,14911,EIRE,11
0,571937,16054,POPART RECT PENCIL SHARPENER ASST,36,10,0.12,14911,EIRE,11
0,571312,16054,POPART RECT PENCIL SHARPENER ASST,36,10,0.12,12474,Germany,15
0,563613,16054,POPART RECT PENCIL SHARPENER ASST,36,8,0.12,12688,Israel,19
1,560300,16216,LETTER SHAPE PENCIL SHARPENER,80,7,0.06,14911,EIRE,11
0,571937,16218,CARTOON  PENCIL SHARPENERS,80,10,0.06,14911,EIRE,11
0,543625,16218,CARTOON  PENCIL SHARPENERS,80,2,0.16,12583,France,14
0,557627,16218,CARTOON  PENCIL SHARPENERS,240,6,0.06,12583,France,14
0,579345,16218,CARTOON  PENCIL SHARPENERS,80,11,0.06,12727,France,14
0,558881,16218,CARTOON  PENCIL SHARPENERS,80,7,0.06,12705,Germany,15
0,548664,16219,HOUSE SHAPE PENCIL SHARPENER,12,4,0.21,14911,EIRE,11
0,561870,16219,HOUSE SHAPE PENCIL SHARPENER,48,7,0.06,14911,EIRE,11
0,571937,16219,HOUSE SHAPE PENCIL SHARPENER,48,10,0.06,14911,EIRE,11
0,556259,16219,HOUSE SHAPE PENCIL SHARPENER,48,6,0.06,12721,France,14
0,563613,16219,HOUSE SHAPE PENCIL SHARPENER,48,8,0.06,12688,Israel,19
0,560991,16219,HOUSE SHAPE PENCIL SHARPENER,48,7,0.06,12438,Norway,26
0,574501,16225,RATTLE SNAKE EGGS,4,11,1.25,12577,France,14
0,574506,16225,RATTLE SNAKE EGGS,2,11,1.25,12577,France,14
0,578541,16225,RATTLE SNAKE EGGS,24,11,1.25,14277,France,14
0,542216,16235,RECYCLED PENCIL WITH RABBIT ERASER,60,1,0.21,14911,EIRE,11
0,541277,16235,RECYCLED PENCIL WITH RABBIT ERASER,30,1,0.21,12673,Germany,15
0,553547,16235,RECYCLED PENCIL WITH RABBIT ERASER,60,5,0.21,12474,Germany,15
1,571328,16235,RECYCLED PENCIL WITH RABBIT ERASER,60,10,0.21,12473,Germany,15
0,571556,16235,RECYCLED PENCIL WITH RABBIT ERASER,60,10,0.21,12662,Germany,15
0,538174,16235,RECYCLED PENCIL WITH RABBIT ERASER,60,12,0.21,12471,Germany,15
0,568650,16235,RECYCLED PENCIL WITH RABBIT ERASER,60,9,0.21,13505,Switzerland,34
1,552262,16236,KITTY PENCIL ERASERS,28,5,0.21,14911,EIRE,11
0,540642,16236,KITTY PENCIL ERASERS,28,1,0.21,12681,France,14
0,553838,16236,KITTY PENCIL ERASERS,28,5,0.21,12620,France,14
0,554650,16236,KITTY PENCIL ERASERS,28,5,0.21,12681,France,14
0,569568,16236,KITTY PENCIL ERASERS,28,10,0.21,12700,France,14
0,552874,16236,KITTY PENCIL ERASERS,28,5,0.21,12621,Germany,15
1,571328,16236,KITTY PENCIL ERASERS,28,10,0.21,12473,Germany,15
0,541975,16236,KITTY PENCIL ERASERS,28,1,0.21,,Hong Kong,17
0,561093,16236,KITTY PENCIL ERASERS,28,7,0.21,12540,Spain,32
0,568650,16236,KITTY PENCIL ERASERS,28,9,0.21,13505,Switzerland,34
0,580716,16237,SLEEPING CAT ERASERS,60,12,0.21,12367,Denmark,10
0,546861,16237,SLEEPING CAT ERASERS,30,3,0.21,14911,EIRE,11
0,551656,16237,SLEEPING CAT ERASERS,30,5,0.21,14911,EIRE,11
0,540642,16237,SLEEPING CAT ERASERS,30,1,0.21,12681,France,14
0,552315,16237,SLEEPING CAT ERASERS,30,5,0.21,12700,France,14
0,554650,16237,SLEEPING CAT ERASERS,30,5,0.21,12681,France,14
0,557669,16237,SLEEPING CAT ERASERS,30,6,0.21,12674,France,14
0,574501,16237,SLEEPING CAT ERASERS,5,11,0.21,12577,France,14
0,547383,16237,SLEEPING CAT ERASERS,30,3,0.21,12613,Germany,15
0,549316,16237,SLEEPING CAT ERASERS,30,4,0.21,12705,Germany,15
0,552874,16237,SLEEPING CAT ERASERS,30,5,0.21,12621,Germany,15
0,564337,16237,SLEEPING CAT ERASERS,30,8,0.21,12649,Germany,15
0,578509,16237,SLEEPING CAT ERASERS,30,11,0.21,12705,Germany,15
0,568650,16237,SLEEPING CAT ERASERS,30,9,0.21,13505,Switzerland,34
0,563037,16238,PARTY TIME PENCIL ERASERS,28,8,0.21,12362,Belgium,4
0,577228,16238,PARTY TIME PENCIL ERASERS,28,11,0.21,12391,Cyprus,8
0,540642,16238,PARTY TIME PENCIL ERASERS,28,1,0.21,12681,France,14
0,554650,16238,PARTY TIME PENCIL ERASERS,28,5,0.21,12681,France,14
0,569568,16238,PARTY TIME PENCIL ERASERS,28,10,0.21,12700,France,14
0,574501,16238,PARTY TIME PENCIL ERASERS,5,11,0.21,12577,France,14
0,537065,16238,PARTY TIME PENCIL ERASERS,28,12,0.21,12567,France,14
0,547383,16238,PARTY TIME PENCIL ERASERS,28,3,0.21,12613,Germany,15
0,552874,16238,PARTY TIME PENCIL ERASERS,28,5,0.21,12621,Germany,15
0,564337,16238,PARTY TIME PENCIL ERASERS,28,8,0.21,12649,Germany,15
1,569653,16238,PARTY TIME PENCIL ERASERS,28,10,0.21,12451,Switzerland,34
0,546861,16259,PIECE OF CAMO STATIONERY SET,108,3,0.21,14911,EIRE,11
1,560300,16259,PIECE OF CAMO STATIONERY SET,108,7,0.08,14911,EIRE,11
0,564337,16259,PIECE OF CAMO STATIONERY SET,108,8,0.08,12649,Germany,15
0,543027,17003,BROCADE RING PURSE ,36,2,0.21,12414,Austria,2
0,543900,17003,BROCADE RING PURSE ,36,2,0.29,12621,Germany,15
0,568350,17003,BROCADE RING PURSE ,36,9,0.39,12612,Germany,15
0,537894,17003,BROCADE RING PURSE ,36,12,0.21,12621,Germany,15
0,581266,17003,BROCADE RING PURSE ,72,12,0.39,12621,Germany,15
0,555147,17003,BROCADE RING PURSE ,36,5,0.29,13505,Switzerland,34
0,556201,17021,NAMASTE SWAGAT INCENSE,36,6,0.3,12347,Iceland,18
0,566195,17038,PORCELAIN BUDAH INCENSE HOLDER,100,9,0.1,12433,Norway,26
0,578541,17174,ASSTD RASTA KEY-CHAINS,5,11,0.42,14277,France,14
0,555572,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,24,6,0.18,12449,Belgium,4
0,541518,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,24,1,0.18,12451,Switzerland,34
0,575193,20615,BLUE POLKADOT PASSPORT COVER,20,11,0.75,12681,France,14
0,543037,20615,BLUE POLKADOT PASSPORT COVER,12,2,2.1,12350,Norway,26
0,575707,20615,BLUE POLKADOT PASSPORT COVER,20,11,0.75,12538,Spain,32
0,539607,20617,FIRST CLASS PASSPORT COVER ,6,12,2.1,12681,France,14
0,575707,20617,FIRST CLASS PASSPORT COVER ,6,11,2.1,12538,Spain,32
0,542278,20619,TROPICAL PASSPORT COVER ,6,1,2.1,14911,EIRE,11
0,546520,20619,TROPICAL PASSPORT COVER ,12,3,2.1,14911,EIRE,11
0,555589,20619,TROPICAL PASSPORT COVER ,6,6,2.1,12802,Netherlands,25
0,546520,20622,VIPPASSPORT COVER ,6,3,2.1,14911,EIRE,11
1,552262,20652,BLUE POLKADOT LUGGAGE TAG ,12,5,1.25,14911,EIRE,11
0,560590,20652,BLUE POLKADOT LUGGAGE TAG ,12,7,1.25,12560,Germany,15
0,562035,20652,BLUE POLKADOT LUGGAGE TAG ,12,8,1.25,12627,Germany,15
0,543037,20652,BLUE POLKADOT LUGGAGE TAG ,12,2,1.25,12350,Norway,26
0,545937,20652,BLUE POLKADOT LUGGAGE TAG ,12,3,1.25,12758,Portugal,28
0,575707,20652,BLUE POLKADOT LUGGAGE TAG ,12,11,1.25,12538,Spain,32
0,546236,20653,CHERRY BLOSSOM LUGGAGE TAG,12,3,1.25,12370,Cyprus,8
0,546236,20654,FIRST CLASS LUGGAGE TAG ,12,3,1.25,12370,Cyprus,8
0,542777,20654,FIRST CLASS LUGGAGE TAG ,12,2,1.25,14911,EIRE,11
0,575707,20654,FIRST CLASS LUGGAGE TAG ,12,11,1.25,12538,Spain,32
1,552262,20655,QUEEN OF SKIES LUGGAGE TAG,12,5,1.25,14911,EIRE,11
0,546236,20658,RED RETROSPOT LUGGAGE TAG,12,3,1.25,12370,Cyprus,8
0,542777,20658,RED RETROSPOT LUGGAGE TAG,12,2,1.25,14911,EIRE,11
0,543899,20658,RED RETROSPOT LUGGAGE TAG,12,2,1.25,,EIRE,11
0,543188,20658,RED RETROSPOT LUGGAGE TAG,12,2,1.25,12567,France,14
0,550002,20658,RED RETROSPOT LUGGAGE TAG,40,4,1.25,12709,Germany,15
0,555282,20658,RED RETROSPOT LUGGAGE TAG,20,6,1.25,12709,Germany,15
0,545937,20658,RED RETROSPOT LUGGAGE TAG,12,3,1.25,12758,Portugal,28
0,553017,20658,RED RETROSPOT LUGGAGE TAG,3,5,1.25,12757,Portugal,28
0,536990,20658,RED RETROSPOT LUGGAGE TAG,12,12,1.25,12793,Portugal,28
0,542586,20662,FIRST CLASS HOLIDAY PURSE ,6,1,2.95,12377,Switzerland,34
0,547659,20665,RED RETROSPOT PURSE ,6,3,2.95,12434,Australia,1
0,551346,20665,RED RETROSPOT PURSE ,6,4,2.95,12362,Belgium,4
0,555572,20665,RED RETROSPOT PURSE ,6,6,2.95,12449,Belgium,4
0,557789,20665,RED RETROSPOT PURSE ,6,6,2.95,12379,Belgium,4
0,557885,20665,RED RETROSPOT PURSE ,6,6,2.95,12465,Belgium,4
0,562034,20665,RED RETROSPOT PURSE ,6,8,2.95,12449,Belgium,4
0,544355,20665,RED RETROSPOT PURSE ,6,2,2.95,12714,France,14
0,545105,20665,RED RETROSPOT PURSE ,12,2,2.95,12598,France,14
0,547196,20665,RED RETROSPOT PURSE ,1,3,2.95,12637,France,14
0,554648,20665,RED RETROSPOT PURSE ,6,5,2.95,12562,France,14
0,567915,20665,RED RETROSPOT PURSE ,6,9,2.95,12579,France,14
1,570672,20665,RED RETROSPOT PURSE ,6,10,2.95,12536,France,14
0,537065,20665,RED RETROSPOT PURSE ,6,12,2.95,12567,France,14
0,540458,20665,RED RETROSPOT PURSE ,6,1,2.95,12501,Germany,15
0,541269,20665,RED RETROSPOT PURSE ,6,1,2.95,12626,Germany,15
0,542713,20665,RED RETROSPOT PURSE ,6,1,2.95,12668,Germany,15
0,546365,20665,RED RETROSPOT PURSE ,6,3,2.95,12520,Germany,15
0,551258,20665,RED RETROSPOT PURSE ,6,4,2.95,12621,Germany,15
0,554699,20665,RED RETROSPOT PURSE ,6,5,2.95,12613,Germany,15
0,554700,20665,RED RETROSPOT PURSE ,6,5,2.95,12613,Germany,15
0,554985,20665,RED RETROSPOT PURSE ,6,5,2.95,12426,Germany,15
0,564079,20665,RED RETROSPOT PURSE ,6,8,2.95,12627,Germany,15
1,549222,20665,RED RETROSPOT PURSE ,6,4,2.95,12347,Iceland,18
0,566195,20665,RED RETROSPOT PURSE ,12,9,2.95,12433,Norway,26
0,574862,20668,DISCO BALL CHRISTMAS DECORATION,24,11,0.12,12408,Belgium,4
0,572069,20668,DISCO BALL CHRISTMAS DECORATION,24,10,0.12,14911,EIRE,11
1,577061,20668,DISCO BALL CHRISTMAS DECORATION,24,11,0.12,14911,EIRE,11
0,536975,20668,DISCO BALL CHRISTMAS DECORATION,48,12,0.12,14911,EIRE,11
0,577121,20668,DISCO BALL CHRISTMAS DECORATION,72,11,0.12,12681,France,14
0,537201,20668,DISCO BALL CHRISTMAS DECORATION,24,12,0.12,12472,Germany,15
0,553017,20669,RED HEART LUGGAGE TAG,3,5,1.25,12757,Portugal,28
1,569866,20669,RED HEART LUGGAGE TAG,2,10,1.25,12757,Portugal,28
0,536990,20669,RED HEART LUGGAGE TAG,12,12,1.25,12793,Portugal,28
0,563749,20674,GREEN POLKADOT BOWL,8,8,1.25,12360,Austria,2
0,549559,20674,GREEN POLKADOT BOWL,8,4,1.25,12447,Belgium,4
0,552188,20674,GREEN POLKADOT BOWL,8,5,1.25,12394,Belgium,4
0,557789,20674,GREEN POLKADOT BOWL,8,6,1.25,12379,Belgium,4
0,577228,20674,GREEN POLKADOT BOWL,2,11,1.25,12391,Cyprus,8
0,576051,20674,GREEN POLKADOT BOWL,8,11,1.25,14911,EIRE,11
0,559704,20674,GREEN POLKADOT BOWL,8,7,1.25,12669,France,14
0,561795,20674,GREEN POLKADOT BOWL,8,7,1.25,12716,France,14
0,567380,20674,GREEN POLKADOT BOWL,8,9,1.25,12620,France,14
1,570672,20674,GREEN POLKADOT BOWL,16,10,1.25,12536,France,14
0,540458,20674,GREEN POLKADOT BOWL,8,1,1.25,12501,Germany,15
0,541122,20674,GREEN POLKADOT BOWL,8,1,1.25,12708,Germany,15
0,542215,20674,GREEN POLKADOT BOWL,16,1,1.25,12472,Germany,15
0,542626,20674,GREEN POLKADOT BOWL,8,1,1.25,12720,Germany,15
0,555553,20674,GREEN POLKADOT BOWL,8,6,1.25,12662,Germany,15
0,559421,20674,GREEN POLKADOT BOWL,8,7,1.25,12648,Germany,15
0,569001,20674,GREEN POLKADOT BOWL,8,9,1.25,12703,Germany,15
0,570007,20674,GREEN POLKADOT BOWL,8,10,1.25,12519,Germany,15
0,571556,20674,GREEN POLKADOT BOWL,8,10,1.25,12662,Germany,15
0,575886,20674,GREEN POLKADOT BOWL,8,11,1.25,12517,Germany,15
0,549738,20674,GREEN POLKADOT BOWL,48,4,1.25,,Hong Kong,17
0,553148,20674,GREEN POLKADOT BOWL,32,5,1.25,,Hong Kong,17
0,564087,20674,GREEN POLKADOT BOWL,16,8,1.25,,Hong Kong,17
0,563613,20674,GREEN POLKADOT BOWL,24,8,1.25,12688,Israel,19
0,541711,20674,GREEN POLKADOT BOWL,16,1,1.25,14646,Netherlands,25
0,565967,20674,GREEN POLKADOT BOWL,16,9,1.25,14646,Netherlands,25
0,567795,20674,GREEN POLKADOT BOWL,24,9,1.25,14646,Netherlands,25
0,541569,20674,GREEN POLKADOT BOWL,16,1,1.25,13520,Switzerland,34
0,555147,20674,GREEN POLKADOT BOWL,8,5,1.25,13505,Switzerland,34
